Product_ID,Product_Name,Variant_Strength,Category,Price_USD,In_Stock,Warehouse_Location,SKU_Code,Short_Description,Full_Description,Molecular_Formula,Molar_Mass,CAS_Number,Synonyms,PubChem_ID,Image_URL,Certificate_of_Analysis_URL,SEO_Title,SEO_Description,Featured,Popularity_Score,Stock_Quantity,Unit_Size,Specification,Temperature_Storage,Shelf_Life,Shipping_Restrictions,Is_Discontinued,Research_Applications,Storage_Requirements,Handling_Guidelines,Notes,Product_Slug
51,TB-500,5mg,Repair / Healing / Anti-inflammatory,50.00,TRUE,Both,BT5,Thymosin Beta-4 fragment for cellular repair research,"Tb-500 is a synthetic fragment of thymosin beta-4 for research into cellular repair and tissue regeneration. Research applications include investigations into cellular migration, tissue regeneration, wound healing, and angiogenesis in experimental models.",C34H54N10O10,746.85 g/mol,77591-33-4,"Thymosin Beta-4 Fragment, LKKTETQ, TB-500",16132304,https://cdn.vicipeptides.com/images/placeholders/tb-500.jpg,,Buy TB-500 5mg Research Peptide – Vici Peptides,High-purity TB-500 5mg research peptide available for laboratory research use only from Vici Peptides. Thymosin Beta-4 fragment for cellular repair research,FALSE,75,225,1 Vial,5mg vial,Store lyophilized powder at -20°C in a dry environment,36 months,Ships to verified research institutions only,FALSE,"TB-500 is used in laboratory research to study cellular repair mechanisms. Research applications include investigations into tissue regeneration, cellular migration, repair processes, angiogenesis, and wound healing in experimental models.",Store lyophilized powder at -20°C in a dry environment. Protect from light and moisture. Reconstituted solution should be stored at 4°C for up to 14 days. Maintain sterile conditions during reconstitution.,"Handle using sterile techniques and appropriate laboratory personal protective equipment (PPE). Use in well-ventilated areas. Avoid inhalation, ingestion, or skin contact. Follow standard laboratory safety protocols. Refer to Material Safety Data Sheet (MSDS) for complete safety information.",Data imported from master peptide catalog.,tb-500
52,TB-500,10mg,Repair / Healing / Anti-inflammatory,80.00,TRUE,Both,BT10,Thymosin Beta-4 fragment for cellular repair research,"Tb-500 is a synthetic fragment of thymosin beta-4 for research into cellular repair and tissue regeneration. Research applications include investigations into cellular migration, tissue regeneration, wound healing, and angiogenesis in experimental models.",C34H54N10O10,746.85 g/mol,77591-33-4,"Thymosin Beta-4 Fragment, LKKTETQ, TB-500",16132304,https://cdn.vicipeptides.com/images/placeholders/tb-500.jpg,,Buy TB-500 10mg Research Peptide – Vici Peptides,High-purity TB-500 10mg research peptide available for laboratory research use only from Vici Peptides. Thymosin Beta-4 fragment for cellular repair research,FALSE,76,163,1 Vial,10mg vial,Store lyophilized powder at -20°C in a dry environment,36 months,Ships to verified research institutions only,FALSE,"TB-500 is used in laboratory research to study cellular repair mechanisms. Research applications include investigations into tissue regeneration, cellular migration, repair processes, angiogenesis, and wound healing in experimental models.",Store lyophilized powder at -20°C in a dry environment. Protect from light and moisture. Reconstituted solution should be stored at 4°C for up to 14 days. Maintain sterile conditions during reconstitution.,"Handle using sterile techniques and appropriate laboratory personal protective equipment (PPE). Use in well-ventilated areas. Avoid inhalation, ingestion, or skin contact. Follow standard laboratory safety protocols. Refer to Material Safety Data Sheet (MSDS) for complete safety information.",Data imported from master peptide catalog.,tb-500
53,CJC-1295 without DAC,5mg,Hormones / Growth Factors / Bodybuilding,95.00,TRUE,Both,CND5,GHRH analog for growth hormone research,"Cjc-1295 without dac is a synthetic growth hormone-releasing hormone (ghrh) analog for research into growth hormone secretion. Research applications include investigations into growth hormone release, pulsatile gh secretion, and growth factor modulation in experimental models.",C152H252N44O42,3367.9 g/mol,863288-34-0,"CJC-1295, Modified GRF (1-29), GHRH analog",16129795,https://cdn.vicipeptides.com/images/placeholders/cjc-1295-without-dac.jpg,,Buy CJC-1295 without DAC 5mg Research Peptide – Vici Peptides,High-purity CJC-1295 without DAC 5mg research peptide available for laboratory research use only from Vici Peptides. GHRH analog for growth hormone research,FALSE,77,126,1 Vial,5mg vial,Store lyophilized powder at -20°C in a dry environment,36 months,Ships to verified research institutions only,FALSE,"CJC-1295 without DAC is used in laboratory research to investigate growth hormone-releasing hormone (GHRH) activity. Research applications include studies on growth hormone secretion, pulsatile GH release patterns, growth factor modulation, and pituitary function in experimental models.",Store lyophilized powder at -20°C in a dry environment. Protect from light and moisture. Reconstituted solution should be stored at 4°C for up to 14 days. Maintain sterile conditions during reconstitution.,"Handle using sterile techniques and appropriate laboratory personal protective equipment (PPE). Use in well-ventilated areas. Avoid inhalation, ingestion, or skin contact. Follow standard laboratory safety protocols. Refer to Material Safety Data Sheet (MSDS) for complete safety information.",Data imported from master peptide catalog.,cjc-1295-without-dac
54,CJC-1295 without DAC,10mg,Hormones / Growth Factors / Bodybuilding,185.00,TRUE,Both,CND10,GHRH analog for growth hormone research,"Cjc-1295 without dac is a synthetic growth hormone-releasing hormone (ghrh) analog for research into growth hormone secretion. Research applications include investigations into growth hormone release, pulsatile gh secretion, and growth factor modulation in experimental models.",C152H252N44O42,3367.9 g/mol,863288-34-0,"CJC-1295, Modified GRF (1-29), GHRH analog",16129795,https://cdn.vicipeptides.com/images/placeholders/cjc-1295-without-dac.jpg,,Buy CJC-1295 without DAC 10mg Research Peptide – Vici Peptides,High-purity CJC-1295 without DAC 10mg research peptide available for laboratory research use only from Vici Peptides. GHRH analog for growth hormone research,FALSE,78,147,1 Vial,10mg vial,Store lyophilized powder at -20°C in a dry environment,36 months,Ships to verified research institutions only,FALSE,"CJC-1295 without DAC is used in laboratory research to investigate growth hormone-releasing hormone (GHRH) activity. Research applications include studies on growth hormone secretion, pulsatile GH release patterns, growth factor modulation, and pituitary function in experimental models.",Store lyophilized powder at -20°C in a dry environment. Protect from light and moisture. Reconstituted solution should be stored at 4°C for up to 14 days. Maintain sterile conditions during reconstitution.,"Handle using sterile techniques and appropriate laboratory personal protective equipment (PPE). Use in well-ventilated areas. Avoid inhalation, ingestion, or skin contact. Follow standard laboratory safety protocols. Refer to Material Safety Data Sheet (MSDS) for complete safety information.",Data imported from master peptide catalog.,cjc-1295-without-dac
55,CJC-1295 with DAC,5mg,Hormones / Growth Factors / Bodybuilding,172.00,TRUE,Both,CD5,Long-acting GHRH analog for growth hormone research,"Cjc-1295 with dac is a long-acting synthetic growth hormone-releasing hormone (ghrh) analog for research into sustained growth hormone secretion. Research applications include investigations into prolonged growth hormone release, growth factor modulation, and pituitary function in experimental models.",C152H252N44O42 (with drug affinity complex),Variable,863288-34-0,"CJC-1295 DAC, CJC-1295 with Drug Affinity Complex, Long-acting GHRH analog",16129795,https://cdn.vicipeptides.com/images/placeholders/cjc-1295-with-dac-5mg.jpg,,Buy CJC-1295 with DAC 5mg Research Peptide – Vici Peptides,High-purity CJC-1295 with DAC 5mg research peptide available for laboratory research use only from Vici Peptides. Long-acting GHRH analog for growth hormone research,FALSE,79,240,1 Vial,5mg × 10 vials,Store lyophilized powder at -20°C in a dry environment,36 months,Ships to verified research institutions only,FALSE,"CJC-1295 with DAC is used in laboratory research to investigate sustained growth hormone-releasing hormone (GHRH) activity. Research applications include studies on prolonged growth hormone secretion, extended GH release patterns, growth factor modulation, and pituitary function in experimental models.",Store lyophilized powder at -20°C in a dry environment. Protect from light and moisture. Reconstituted solution should be stored at 4°C for up to 14 days. Maintain sterile conditions during reconstitution.,"Handle using sterile techniques and appropriate laboratory personal protective equipment (PPE). Use in well-ventilated areas. Avoid inhalation, ingestion, or skin contact. Follow standard laboratory safety protocols. Refer to Material Safety Data Sheet (MSDS) for complete safety information.",Data imported from master peptide catalog.,cjc-1295-with-dac-5mg
56,CJC-1295 (without DAC) 5mg + IPA 5mg,10mg,Hormones / Growth Factors / Bodybuilding,115.00,TRUE,Both,CP10,CJC-1295 and Ipamorelin combination for growth hormone research,"Combination of cjc-1295 and ipamorelin for research into synergistic growth hormone secretion. Research applications include investigations into combined ghrh and ghrp activation, enhanced gh release, and growth factor modulation in experimental models.",Combination product,Variable,N/A,"CJC-1295 + Ipamorelin, CJC/IPA combo",N/A,https://cdn.vicipeptides.com/images/placeholders/cjc-ipa-combo-10mg.jpg,,Buy CJC-1295 (without DAC) 5mg + IPA 5mg 10mg Research Peptide – Vici Peptides,High-purity CJC-1295 (without DAC) 5mg + IPA 5mg 10mg research peptide available for laboratory research use only from Vici Peptides. CJC-1295 and Ipamorelin combination for growth hormone research,FALSE,80,112,1 Vial,10mg × 10 vials,Store lyophilized powder at -20°C in a dry environment,36 months,Ships to verified research institutions only,FALSE,"This combination is used in laboratory research to investigate synergistic effects on growth hormone secretion. Research applications include studies on combined GHRH and GHRP receptor activation, enhanced GH release, growth factor modulation, and pituitary function in experimental models.",Store lyophilized powder at -20°C in a dry environment. Protect from light and moisture. Reconstituted solution should be stored at 4°C for up to 14 days. Maintain sterile conditions during reconstitution.,"Handle using sterile techniques and appropriate laboratory personal protective equipment (PPE). Use in well-ventilated areas. Avoid inhalation, ingestion, or skin contact. Follow standard laboratory safety protocols. Refer to Material Safety Data Sheet (MSDS) for complete safety information.",Data imported from master peptide catalog.,cjc-ipa-combo-10mg
57,IGF-1LR3,0.1mg,Hormones / Growth Factors / Bodybuilding,50.00,TRUE,Both,IG01,Long-acting IGF-1 analog for growth factor research,"Igf-1lr3 is a long-acting analog of insulin-like growth factor-1 (igf-1) for research into growth factor signaling and cellular proliferation. Research applications include investigations into muscle growth, cellular proliferation, protein synthesis, and growth factor receptor activation in experimental models.",C869H1377N241O255S7,19520.0 g/mol,N/A,"IGF-1 Long R3, Insulin-like Growth Factor-1 Long R3, IGF-1LR3, Long R3 IGF-1",N/A,https://cdn.vicipeptides.com/images/placeholders/igf-1lr3.jpg,,Buy IGF-1LR3 0.1mg Research Peptide – Vici Peptides,High-purity IGF-1LR3 0.1mg research peptide available for laboratory research use only from Vici Peptides. Long-acting IGF-1 analog for growth factor research,FALSE,81,230,1 Vial,0.1mg vial,Store lyophilized powder at -20°C in a dry environment,36 months,Ships to verified research institutions only,FALSE,"IGF-1LR3 is used in laboratory research to investigate growth factor signaling and cellular proliferation. Research applications include studies on muscle growth mechanisms, cellular proliferation, protein synthesis, growth factor receptor activation, tissue regeneration, and metabolic processes in experimental models.",Store lyophilized powder at -20°C in a dry environment. Protect from light and moisture. Reconstituted solution should be stored at 4°C for up to 14 days. Maintain sterile conditions during reconstitution.,"Handle using sterile techniques and appropriate laboratory personal protective equipment (PPE). Use in well-ventilated areas. Avoid inhalation, ingestion, or skin contact. Follow standard laboratory safety protocols. Refer to Material Safety Data Sheet (MSDS) for complete safety information.",Data imported from master peptide catalog.,igf-1lr3
58,IGF-1LR3,1mg,Hormones / Growth Factors / Bodybuilding,200.00,TRUE,Both,IG1,Long-acting IGF-1 analog for growth factor research,"Igf-1lr3 is a long-acting analog of insulin-like growth factor-1 (igf-1) for research into growth factor signaling and cellular proliferation. Research applications include investigations into muscle growth, cellular proliferation, protein synthesis, and growth factor receptor activation in experimental models.",C869H1377N241O255S7,19520.0 g/mol,N/A,"IGF-1 Long R3, Insulin-like Growth Factor-1 Long R3, IGF-1LR3, Long R3 IGF-1",N/A,https://cdn.vicipeptides.com/images/placeholders/igf-1lr3.jpg,,Buy IGF-1LR3 1mg Research Peptide – Vici Peptides,High-purity IGF-1LR3 1mg research peptide available for laboratory research use only from Vici Peptides. Long-acting IGF-1 analog for growth factor research,FALSE,82,124,1 Vial,1mg vial,Store lyophilized powder at -20°C in a dry environment,36 months,Ships to verified research institutions only,FALSE,"IGF-1LR3 is used in laboratory research to investigate growth factor signaling and cellular proliferation. Research applications include studies on muscle growth mechanisms, cellular proliferation, protein synthesis, growth factor receptor activation, tissue regeneration, and metabolic processes in experimental models.",Store lyophilized powder at -20°C in a dry environment. Protect from light and moisture. Reconstituted solution should be stored at 4°C for up to 14 days. Maintain sterile conditions during reconstitution.,"Handle using sterile techniques and appropriate laboratory personal protective equipment (PPE). Use in well-ventilated areas. Avoid inhalation, ingestion, or skin contact. Follow standard laboratory safety protocols. Refer to Material Safety Data Sheet (MSDS) for complete safety information.",Data imported from master peptide catalog.,igf-1lr3
59,Tesamorelin,5mg,Hormones / Growth Factors / Bodybuilding,95.00,TRUE,Both,TSM5,Synthetic GHRH analog for growth hormone research,"Tesamorelin is a synthetic growth hormone-releasing hormone (ghrh) analog for research into growth hormone secretion and metabolic regulation. Research applications include investigations into growth hormone release, pituitary function, metabolic regulation, and growth factor modulation in experimental models.",C221H366N72O67S,5136.8 g/mol,218949-48-5,"Tesamorelin, TH9507, Modified GHRH (1-44)",16129796,https://cdn.vicipeptides.com/images/placeholders/tesamorelin.jpg,,Buy Tesamorelin 5mg Research Peptide – Vici Peptides,High-purity Tesamorelin 5mg research peptide available for laboratory research use only from Vici Peptides. Synthetic GHRH analog for growth hormone research,FALSE,83,128,1 Vial,5mg vial,Store lyophilized powder at -20°C in a dry environment,36 months,Ships to verified research institutions only,FALSE,"Tesamorelin is used in laboratory research to investigate growth hormone-releasing hormone (GHRH) activity. Research applications include studies on growth hormone secretion, pituitary function, metabolic regulation, growth factor modulation, and age-related growth hormone decline in experimental models.",Store lyophilized powder at -20°C in a dry environment. Protect from light and moisture. Reconstituted solution should be stored at 4°C for up to 14 days. Maintain sterile conditions during reconstitution.,"Handle using sterile techniques and appropriate laboratory personal protective equipment (PPE). Use in well-ventilated areas. Avoid inhalation, ingestion, or skin contact. Follow standard laboratory safety protocols. Refer to Material Safety Data Sheet (MSDS) for complete safety information.",Data imported from master peptide catalog.,tesamorelin
60,Tesamorelin,10mg,Hormones / Growth Factors / Bodybuilding,185.00,TRUE,Both,TSM10,Synthetic GHRH analog for growth hormone research,"Tesamorelin is a synthetic growth hormone-releasing hormone (ghrh) analog for research into growth hormone secretion and metabolic regulation. Research applications include investigations into growth hormone release, pituitary function, metabolic regulation, and growth factor modulation in experimental models.",C221H366N72O67S,5136.8 g/mol,218949-48-5,"Tesamorelin, TH9507, Modified GHRH (1-44)",16129796,https://cdn.vicipeptides.com/images/placeholders/tesamorelin.jpg,,Buy Tesamorelin 10mg Research Peptide – Vici Peptides,High-purity Tesamorelin 10mg research peptide available for laboratory research use only from Vici Peptides. Synthetic GHRH analog for growth hormone research,FALSE,84,202,1 Vial,10mg vial,Store lyophilized powder at -20°C in a dry environment,36 months,Ships to verified research institutions only,FALSE,"Tesamorelin is used in laboratory research to investigate growth hormone-releasing hormone (GHRH) activity. Research applications include studies on growth hormone secretion, pituitary function, metabolic regulation, growth factor modulation, and age-related growth hormone decline in experimental models.",Store lyophilized powder at -20°C in a dry environment. Protect from light and moisture. Reconstituted solution should be stored at 4°C for up to 14 days. Maintain sterile conditions during reconstitution.,"Handle using sterile techniques and appropriate laboratory personal protective equipment (PPE). Use in well-ventilated areas. Avoid inhalation, ingestion, or skin contact. Follow standard laboratory safety protocols. Refer to Material Safety Data Sheet (MSDS) for complete safety information.",Data imported from master peptide catalog.,tesamorelin
61,HMG (75iu × 10 vials),75iu,Hormones / Growth Factors / Bodybuilding,62.00,TRUE,Both,G75,Gonadotropin preparation for reproductive hormone research,"Hmg (human menopausal gonadotropin) is a gonadotropin preparation containing follicle-stimulating hormone (fsh) and luteinizing hormone (lh) for research into reproductive hormone function. Research applications include investigations into gonadal function, ovulation processes, spermatogenesis, and reproductive endocrinology in experimental models.",Complex hormone mixture,Variable,N/A,"Human Menopausal Gonadotropin, HMG, Menotropin, FSH/LH combination",N/A,https://cdn.vicipeptides.com/images/placeholders/hmg-75iu.jpg,,Buy HMG (75iu × 10 vials) 75iu Research Peptide – Vici Peptides,High-purity HMG (75iu × 10 vials) 75iu research peptide available for laboratory research use only from Vici Peptides. Gonadotropin preparation for reproductive hormone research,FALSE,55,177,1 Vial,75iu × 10 vials,Store lyophilized powder at 2-8°C,24 months,Ships to verified research institutions only,FALSE,"HMG is used in laboratory research to investigate reproductive hormone function. Research applications include studies on gonadal function, ovulation processes, spermatogenesis, reproductive endocrinology, and fertility-related hormone mechanisms in experimental models.",Store lyophilized powder at 2-8°C. Protect from light and freezing. Reconstituted solution should be stored at 4°C and used promptly. Maintain sterile conditions during reconstitution.,"Handle using sterile techniques and appropriate laboratory personal protective equipment (PPE). Use in well-ventilated areas. Avoid inhalation, ingestion, or skin contact. Follow standard laboratory safety protocols. Refer to Material Safety Data Sheet (MSDS) for complete safety information.",Data imported from master peptide catalog.,hmg-75iu
62,MGF (2mg × 10 vials),2mg,Hormones / Growth Factors / Bodybuilding,62.00,TRUE,Both,FM2,IGF-1 splice variant for muscle growth research,"Mgf (mechano growth factor) is a splice variant of insulin-like growth factor-1 (igf-1) for research into muscle growth and tissue repair. Research applications include investigations into muscle hypertrophy, cellular proliferation, tissue regeneration, and growth factor signaling in experimental models.",Variable peptide sequence,Variable,N/A,"Mechano Growth Factor, MGF, IGF-1Ec, IGF-1 splice variant",N/A,https://cdn.vicipeptides.com/images/placeholders/mgf-2mg.jpg,,Buy MGF (2mg × 10 vials) 2mg Research Peptide – Vici Peptides,High-purity MGF (2mg × 10 vials) 2mg research peptide available for laboratory research use only from Vici Peptides. IGF-1 splice variant for muscle growth research,FALSE,56,244,1 Vial,2mg × 10 vials,Store lyophilized powder at -20°C in a dry environment,36 months,Ships to verified research institutions only,FALSE,"MGF is used in laboratory research to investigate muscle growth and tissue repair mechanisms. Research applications include studies on muscle hypertrophy, cellular proliferation, tissue regeneration, growth factor signaling, and mechanotransduction pathways in experimental models.",Store lyophilized powder at -20°C in a dry environment. Protect from light and moisture. Reconstituted solution should be stored at 4°C for up to 14 days. Maintain sterile conditions during reconstitution.,"Handle using sterile techniques and appropriate laboratory personal protective equipment (PPE). Use in well-ventilated areas. Avoid inhalation, ingestion, or skin contact. Follow standard laboratory safety protocols. Refer to Material Safety Data Sheet (MSDS) for complete safety information.",Data imported from master peptide catalog.,mgf-2mg
63,PEG-MGF (2mg × 10 vials),2mg,Hormones / Growth Factors / Bodybuilding,90.00,TRUE,Both,FMP2,PEGylated MGF for extended-release growth factor research,"Peg-mgf is a polyethylene glycol-modified version of mechano growth factor (mgf) for research into extended-release growth factor signaling. Research applications include investigations into prolonged muscle growth mechanisms, enhanced stability, and extended growth factor activity in experimental models.",Variable peptide sequence (PEGylated),Variable,N/A,"PEG-MGF, PEGylated Mechano Growth Factor, PEG-IGF-1Ec",N/A,https://cdn.vicipeptides.com/images/placeholders/peg-mgf-2mg.jpg,,Buy PEG-MGF (2mg × 10 vials) 2mg Research Peptide – Vici Peptides,High-purity PEG-MGF (2mg × 10 vials) 2mg research peptide available for laboratory research use only from Vici Peptides. PEGylated MGF for extended-release growth factor research,FALSE,57,243,1 Vial,2mg × 10 vials,Store lyophilized powder at -20°C in a dry environment,36 months,Ships to verified research institutions only,FALSE,"PEG-MGF is used in laboratory research to investigate extended-release growth factor signaling. Research applications include studies on prolonged muscle growth mechanisms, enhanced stability, extended growth factor activity, and improved pharmacokinetic properties in experimental models.",Store lyophilized powder at -20°C in a dry environment. Protect from light and moisture. Reconstituted solution should be stored at 4°C for up to 14 days. Maintain sterile conditions during reconstitution.,"Handle using sterile techniques and appropriate laboratory personal protective equipment (PPE). Use in well-ventilated areas. Avoid inhalation, ingestion, or skin contact. Follow standard laboratory safety protocols. Refer to Material Safety Data Sheet (MSDS) for complete safety information.",Data imported from master peptide catalog.,peg-mgf-2mg
64,HCG,5000iu,Hormones / Growth Factors / Bodybuilding,50.00,TRUE,Both,G5K,Gonadotropin hormone for reproductive endocrinology research,"Hcg (human chorionic gonadotropin) is a gonadotropin hormone for research into reproductive endocrinology and gonadal function. Research applications include investigations into ovulation induction, spermatogenesis, testosterone production, and reproductive hormone mechanisms in experimental models.",Complex glycoprotein hormone,"~36,700 g/mol",9002-61-3,"Human Chorionic Gonadotropin, HCG, Chorionic Gonadotropin, Pregnyl",16129797,https://cdn.vicipeptides.com/images/placeholders/hcg.jpg,,Buy HCG 5000iu Research Peptide – Vici Peptides,High-purity HCG 5000iu research peptide available for laboratory research use only from Vici Peptides. Gonadotropin hormone for reproductive endocrinology research,FALSE,58,174,1 Vial,5000iu vial,Store lyophilized powder at 2-8°C,24 months,Ships to verified research institutions only,FALSE,"HCG is used in laboratory research to investigate reproductive endocrinology and gonadal function. Research applications include studies on ovulation induction, spermatogenesis, testosterone production, reproductive hormone mechanisms, and fertility-related processes in experimental models.",Store lyophilized powder at 2-8°C. Protect from light and freezing. Reconstituted solution should be stored at 4°C and used promptly. Maintain sterile conditions during reconstitution.,"Handle using sterile techniques and appropriate laboratory personal protective equipment (PPE). Use in well-ventilated areas. Avoid inhalation, ingestion, or skin contact. Follow standard laboratory safety protocols. Refer to Material Safety Data Sheet (MSDS) for complete safety information.",Data imported from master peptide catalog.,hcg
65,HCG,10000iu,Hormones / Growth Factors / Bodybuilding,80.00,TRUE,Both,G10K,Gonadotropin hormone for reproductive endocrinology research,"Hcg (human chorionic gonadotropin) is a gonadotropin hormone for research into reproductive endocrinology and gonadal function. Research applications include investigations into ovulation induction, spermatogenesis, testosterone production, and reproductive hormone mechanisms in experimental models.",Complex glycoprotein hormone,"~36,700 g/mol",9002-61-3,"Human Chorionic Gonadotropin, HCG, Chorionic Gonadotropin, Pregnyl",16129797,https://cdn.vicipeptides.com/images/placeholders/hcg.jpg,,Buy HCG 10000iu Research Peptide – Vici Peptides,High-purity HCG 10000iu research peptide available for laboratory research use only from Vici Peptides. Gonadotropin hormone for reproductive endocrinology research,FALSE,59,205,1 Vial,10000iu vial,Store lyophilized powder at 2-8°C,24 months,Ships to verified research institutions only,FALSE,"HCG is used in laboratory research to investigate reproductive endocrinology and gonadal function. Research applications include studies on ovulation induction, spermatogenesis, testosterone production, reproductive hormone mechanisms, and fertility-related processes in experimental models.",Store lyophilized powder at 2-8°C. Protect from light and freezing. Reconstituted solution should be stored at 4°C and used promptly. Maintain sterile conditions during reconstitution.,"Handle using sterile techniques and appropriate laboratory personal protective equipment (PPE). Use in well-ventilated areas. Avoid inhalation, ingestion, or skin contact. Follow standard laboratory safety protocols. Refer to Material Safety Data Sheet (MSDS) for complete safety information.",Data imported from master peptide catalog.,hcg
66,Ipamorelin,5mg,Hormones / Growth Factors / Bodybuilding,50.00,TRUE,Both,IP5,Synthetic GHRP for growth hormone research,"Ipamorelin is a synthetic growth hormone-releasing peptide (ghrp) for research into growth hormone secretion. Research applications include investigations into growth hormone release, ghrp receptor activation, pituitary function, and growth factor modulation in experimental models.",C38H49N9O5,711.85 g/mol,170851-70-4,"Ipamorelin, NNC 26-0161, GHRP analog",16129798,https://cdn.vicipeptides.com/images/placeholders/ipamorelin.jpg,,Buy Ipamorelin 5mg Research Peptide – Vici Peptides,High-purity Ipamorelin 5mg research peptide available for laboratory research use only from Vici Peptides. Synthetic GHRP for growth hormone research,FALSE,60,99,1 Vial,5mg vial,Store lyophilized powder at -20°C in a dry environment,36 months,Ships to verified research institutions only,FALSE,"Ipamorelin is used in laboratory research to investigate growth hormone-releasing peptide (GHRP) activity. Research applications include studies on growth hormone secretion, GHRP receptor activation, pituitary function, growth factor modulation, and age-related growth hormone decline in experimental models.",Store lyophilized powder at -20°C in a dry environment. Protect from light and moisture. Reconstituted solution should be stored at 4°C for up to 14 days. Maintain sterile conditions during reconstitution.,"Handle using sterile techniques and appropriate laboratory personal protective equipment (PPE). Use in well-ventilated areas. Avoid inhalation, ingestion, or skin contact. Follow standard laboratory safety protocols. Refer to Material Safety Data Sheet (MSDS) for complete safety information.",Data imported from master peptide catalog.,ipamorelin
67,Ipamorelin,10mg,Hormones / Growth Factors / Bodybuilding,80.00,TRUE,Both,IP10,Synthetic GHRP for growth hormone research,"Ipamorelin is a synthetic growth hormone-releasing peptide (ghrp) for research into growth hormone secretion. Research applications include investigations into growth hormone release, ghrp receptor activation, pituitary function, and growth factor modulation in experimental models.",C38H49N9O5,711.85 g/mol,170851-70-4,"Ipamorelin, NNC 26-0161, GHRP analog",16129798,https://cdn.vicipeptides.com/images/placeholders/ipamorelin.jpg,,Buy Ipamorelin 10mg Research Peptide – Vici Peptides,High-purity Ipamorelin 10mg research peptide available for laboratory research use only from Vici Peptides. Synthetic GHRP for growth hormone research,FALSE,61,119,1 Vial,10mg vial,Store lyophilized powder at -20°C in a dry environment,36 months,Ships to verified research institutions only,FALSE,"Ipamorelin is used in laboratory research to investigate growth hormone-releasing peptide (GHRP) activity. Research applications include studies on growth hormone secretion, GHRP receptor activation, pituitary function, growth factor modulation, and age-related growth hormone decline in experimental models.",Store lyophilized powder at -20°C in a dry environment. Protect from light and moisture. Reconstituted solution should be stored at 4°C for up to 14 days. Maintain sterile conditions during reconstitution.,"Handle using sterile techniques and appropriate laboratory personal protective equipment (PPE). Use in well-ventilated areas. Avoid inhalation, ingestion, or skin contact. Follow standard laboratory safety protocols. Refer to Material Safety Data Sheet (MSDS) for complete safety information.",Data imported from master peptide catalog.,ipamorelin
68,Hexarelin Acetate (5mg × 10 vials),5mg,Hormones / Growth Factors / Bodybuilding,87.00,TRUE,Both,HX5,Synthetic GHRP-6 analog for growth hormone research,"Hexarelin acetate is a synthetic growth hormone-releasing peptide (ghrp-6 analog) for research into growth hormone secretion. Research applications include investigations into growth hormone release, ghrp receptor activation, pituitary function, and growth factor modulation in experimental models.",C46H57N11O9,887.99 g/mol,140703-51-1,"Hexarelin, EP 23905, GHRP-6 analog",16129799,https://cdn.vicipeptides.com/images/placeholders/hexarelin-acetate-5mg.jpg,,Buy Hexarelin Acetate (5mg × 10 vials) 5mg Research Peptide – Vici Peptides,High-purity Hexarelin Acetate (5mg × 10 vials) 5mg research peptide available for laboratory research use only from Vici Peptides. Synthetic GHRP-6 analog for growth hormone research,FALSE,62,104,1 Vial,5mg × 10 vials,Store lyophilized powder at -20°C in a dry environment,36 months,Ships to verified research institutions only,FALSE,"Hexarelin Acetate is used in laboratory research to investigate growth hormone-releasing peptide (GHRP) activity. Research applications include studies on growth hormone secretion, GHRP receptor activation, pituitary function, growth factor modulation, and age-related growth hormone decline in experimental models.",Store lyophilized powder at -20°C in a dry environment. Protect from light and moisture. Reconstituted solution should be stored at 4°C for up to 14 days. Maintain sterile conditions during reconstitution.,"Handle using sterile techniques and appropriate laboratory personal protective equipment (PPE). Use in well-ventilated areas. Avoid inhalation, ingestion, or skin contact. Follow standard laboratory safety protocols. Refer to Material Safety Data Sheet (MSDS) for complete safety information.",Data imported from master peptide catalog.,hexarelin-acetate-5mg
69,Kisspeptin-10,5mg,Hormones / Growth Factors / Bodybuilding,50.00,TRUE,Both,KS5,Decapeptide fragment for reproductive hormone research,"Kisspeptin-10 is a decapeptide fragment of kisspeptin for research into reproductive hormone regulation. Research applications include investigations into gonadotropin-releasing hormone (gnrh) secretion, puberty onset, reproductive function, and hypothalamic-pituitary-gonadal axis activation in experimental models.",C60H85N15O14,1240.4 g/mol,N/A,"Kisspeptin-10, Kp-10, Metastin (45-54)",N/A,https://cdn.vicipeptides.com/images/placeholders/kisspeptin-10.jpg,,Buy Kisspeptin-10 5mg Research Peptide – Vici Peptides,High-purity Kisspeptin-10 5mg research peptide available for laboratory research use only from Vici Peptides. Decapeptide fragment for reproductive hormone research,FALSE,63,236,1 Vial,5mg vial,Store lyophilized powder at -20°C in a dry environment,36 months,Ships to verified research institutions only,FALSE,"Kisspeptin-10 is used in laboratory research to investigate reproductive hormone regulation. Research applications include studies on GnRH secretion, puberty onset, reproductive function, hypothalamic-pituitary-gonadal axis activation, and fertility-related hormone mechanisms in experimental models.",Store lyophilized powder at -20°C in a dry environment. Protect from light and moisture. Reconstituted solution should be stored at 4°C for up to 14 days. Maintain sterile conditions during reconstitution.,"Handle using sterile techniques and appropriate laboratory personal protective equipment (PPE). Use in well-ventilated areas. Avoid inhalation, ingestion, or skin contact. Follow standard laboratory safety protocols. Refer to Material Safety Data Sheet (MSDS) for complete safety information.",Data imported from master peptide catalog.,kisspeptin-10
